account_id,timestamp,text,url,hashtags,reply_to,repost_of,platform
organic_002,2026-03-09T02:33:06.669735+00:00,Great discussion at today's meetup,,,,,synthetic
organic_007,2026-03-09T02:46:55.319088+00:00,Trying a new workout routine this week,,,,,synthetic
organic_008,2026-03-09T03:22:33.169835+00:00,Beautiful sunset today,,,,,synthetic
organic_008,2026-03-09T03:30:24.151505+00:00,New album is fire honestly,,,,,synthetic
organic_018,2026-03-09T03:43:42.021914+00:00,New album is fire honestly,,,,,synthetic
organic_011,2026-03-09T03:54:34.990633+00:00,New album is fire honestly,,,,,synthetic
organic_018,2026-03-09T04:11:38.114291+00:00,Traffic is terrible today,,,,,synthetic
organic_018,2026-03-09T04:15:33.368344+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_018,2026-03-09T04:19:03.305899+00:00,Can't wait for the weekend,,,,,synthetic
organic_004,2026-03-09T04:29:03.230938+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_019,2026-03-09T04:37:43.876962+00:00,Congratulations to the team!,,fun,,,synthetic
coord_g1_01,2026-03-09T05:02:02.589857+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_012,2026-03-09T05:34:03.910293+00:00,Traffic is terrible today,,,,,synthetic
organic_001,2026-03-09T06:05:02.736201+00:00,Great discussion at today's meetup,,,,,synthetic
organic_002,2026-03-09T06:22:01.790408+00:00,This recipe turned out amazing,,vibes,,,synthetic
organic_002,2026-03-09T06:25:00.693684+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_005,2026-03-09T06:32:36.040849+00:00,Great discussion at today's meetup,,,,,synthetic
organic_007,2026-03-09T06:54:22.793390+00:00,Congratulations to the team!,,,,,synthetic
organic_006,2026-03-09T07:03:40.037958+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_015,2026-03-09T07:11:00.454905+00:00,This recipe turned out amazing,,,,,synthetic
coord_g1_00,2026-03-09T07:14:08.294945+00:00,Can't believe more people aren't talking about this,,,,,synthetic
coord_g1_03,2026-03-09T07:28:32.278932+00:00,Crime rates skyrocketing in border states,,,,,synthetic
organic_012,2026-03-09T07:42:50.362290+00:00,New album is fire honestly,,,,,synthetic
organic_009,2026-03-09T07:50:17.511399+00:00,Great discussion at today's meetup,,,,,synthetic
organic_005,2026-03-09T07:58:14.222944+00:00,Trying a new workout routine this week,,,,,synthetic
coord_g0_03,2026-03-09T08:36:24.347803+00:00,They don't want you to know the truth,,"immigrationtruth,wakeup",,,synthetic
organic_019,2026-03-09T08:50:25.350505+00:00,Happy birthday to my amazing friend!,,,,,synthetic
coord_g1_02,2026-03-09T08:50:39.115343+00:00,The mainstream media won't cover this story,,,,,synthetic
organic_021,2026-03-09T08:58:56.531233+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_03,2026-03-09T09:37:58.517011+00:00,Wake up and share this with everyone you know,,"wakeup,resist",,,synthetic
coord_g0_01,2026-03-09T09:39:12.127494+00:00,The mainstream media won't cover this story,,resist,,,synthetic
coord_g0_00,2026-03-09T10:02:00.559170+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_011,2026-03-09T10:14:52.612010+00:00,This recipe turned out amazing,,,,,synthetic
organic_012,2026-03-09T10:33:46.085477+00:00,Trying a new workout routine this week,,life,,,synthetic
organic_003,2026-03-09T10:33:56.777888+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g0_03,2026-03-09T10:35:08.438684+00:00,They want cheap labor and don't care about you,,resist,,,synthetic
organic_005,2026-03-09T11:22:11.228163+00:00,Great discussion at today's meetup,,,,,synthetic
coord_g1_03,2026-03-09T11:32:23.917235+00:00,The mainstream media won't cover this story,,"technologytruth,sharetruth,resist",,,synthetic
coord_g1_00,2026-03-09T11:34:47.733581+00:00,Can't believe more people aren't talking about this,,"resist,sharetruth,sharetruth",,,synthetic
coord_g1_02,2026-03-09T11:35:07.679280+00:00,Can't believe more people aren't talking about this,,,,,synthetic
coord_g1_01,2026-03-09T11:36:26.639863+00:00,Crime rates skyrocketing in border states,,,,,synthetic
organic_020,2026-03-09T11:37:13.246228+00:00,New album is fire honestly,,,,,synthetic
organic_001,2026-03-09T11:42:49.422389+00:00,Can't wait for the weekend,,,,,synthetic
organic_021,2026-03-09T12:39:30.519786+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_02,2026-03-09T12:43:27.861935+00:00,Another day another cover up by the elites,,,,,synthetic
organic_007,2026-03-09T12:51:03.127708+00:00,Traffic is terrible today,,,,,synthetic
organic_011,2026-03-09T12:57:48.978179+00:00,New album is fire honestly,,,,,synthetic
organic_012,2026-03-09T12:58:14.461814+00:00,Trying a new workout routine this week,,,,,synthetic
organic_005,2026-03-09T13:32:50.433540+00:00,Just finished reading a great book,,,,,synthetic
organic_008,2026-03-09T13:37:47.119505+00:00,Beautiful sunset today,,life,,,synthetic
organic_014,2026-03-09T13:46:14.803779+00:00,New album is fire honestly,,love,,,synthetic
organic_021,2026-03-09T13:56:56.882775+00:00,Great discussion at today's meetup,,,,,synthetic
organic_004,2026-03-09T14:53:11.627153+00:00,Can't wait for the weekend,,,,,synthetic
coord_g0_00,2026-03-09T15:17:14.348369+00:00,Can't believe more people aren't talking about this,,"breaking,immigrationtruth,climatetruth",coord_g0_01,,synthetic
coord_g0_02,2026-03-09T15:18:54.474970+00:00,Something big is about to happen stay alert,https://patriotwatch.net/breaking/5055,"wakeup,climatetruth",,,synthetic
coord_g0_01,2026-03-09T15:18:59.613309+00:00,Wake up and share this with everyone you know,https://realfacts.blog/post/9245,"breaking,wakeup",,,synthetic
coord_g0_03,2026-03-09T15:20:56.147287+00:00,Can't believe more people aren't talking about this,https://truthnews247.com/article/1284,"climatetruth,resist",,coord_g0_02,synthetic
organic_005,2026-03-09T15:26:43.853894+00:00,Great discussion at today's meetup,,,,,synthetic
organic_017,2026-03-09T15:36:33.678220+00:00,Anyone watching the game tonight?,,goals,,,synthetic
organic_000,2026-03-09T15:41:45.236022+00:00,Congratulations to the team!,,,,,synthetic
organic_016,2026-03-09T16:06:03.564621+00:00,Can't wait for the weekend,,,,,synthetic
organic_006,2026-03-09T16:29:51.381376+00:00,Can't wait for the weekend,,,,,synthetic
organic_021,2026-03-09T16:33:24.126745+00:00,Happy birthday to my amazing friend!,,vibes,,,synthetic
coord_g1_01,2026-03-09T16:38:38.673485+00:00,They want cheap labor and don't care about you,,"immigrationtruth,resist",,,synthetic
organic_002,2026-03-09T16:44:48.133032+00:00,Monday mood: need more coffee,,,,,synthetic
organic_005,2026-03-09T17:05:14.484291+00:00,Can't wait for the weekend,,,,,synthetic
organic_019,2026-03-09T17:25:49.970038+00:00,New album is fire honestly,,,,,synthetic
organic_009,2026-03-09T17:31:21.066049+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_007,2026-03-09T17:33:12.646423+00:00,New album is fire honestly,,,,,synthetic
organic_014,2026-03-09T17:42:20.375556+00:00,New album is fire honestly,,,,,synthetic
organic_015,2026-03-09T18:09:59.642845+00:00,This weather is perfect for a hike,,,,,synthetic
organic_006,2026-03-09T18:44:58.580489+00:00,Anyone watching the game tonight?,,goals,,,synthetic
organic_011,2026-03-09T19:04:11.438807+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_009,2026-03-09T19:05:43.305755+00:00,Traffic is terrible today,,goals,,,synthetic
organic_001,2026-03-09T19:10:51.950124+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g1_00,2026-03-09T19:17:06.163992+00:00,Another day another cover up by the elites,,,,,synthetic
organic_013,2026-03-09T19:47:57.406997+00:00,Trying a new workout routine this week,,,,,synthetic
organic_020,2026-03-09T20:41:13.108986+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_014,2026-03-09T20:46:53.350564+00:00,New album is fire honestly,,,,,synthetic
organic_000,2026-03-09T20:54:31.726003+00:00,Traffic is terrible today,,,,,synthetic
organic_019,2026-03-09T21:06:37.020578+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_012,2026-03-09T21:30:31.682565+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_019,2026-03-09T22:58:02.163777+00:00,This recipe turned out amazing,,,,,synthetic
organic_007,2026-03-09T22:58:09.880305+00:00,This recipe turned out amazing,,,,,synthetic
organic_006,2026-03-09T23:09:46.943887+00:00,This weather is perfect for a hike,,fun,,,synthetic
coord_g0_03,2026-03-09T23:22:28.495488+00:00,Wake up and share this with everyone you know,,,,,synthetic
coord_g1_01,2026-03-09T23:32:32.899189+00:00,Crime rates skyrocketing in border states,,,,,synthetic
organic_001,2026-03-09T23:58:38.057604+00:00,Great discussion at today's meetup,,,,,synthetic
organic_002,2026-03-09T23:58:47.145917+00:00,New album is fire honestly,,,,,synthetic
organic_001,2026-03-10T00:10:03.327643+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g1_01,2026-03-10T00:19:53.576236+00:00,Something big is about to happen stay alert,,"sharetruth,technologytruth",,,synthetic
coord_g0_02,2026-03-10T00:31:23.585622+00:00,This is really important please share widely,,,,,synthetic
organic_007,2026-03-10T00:34:28.139850+00:00,Trying a new workout routine this week,,mood,,,synthetic
organic_017,2026-03-10T00:34:56.377286+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_016,2026-03-10T00:40:02.905555+00:00,Congratulations to the team!,,,,,synthetic
coord_g1_03,2026-03-10T00:41:08.926138+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_00,2026-03-10T00:46:01.415839+00:00,Something big is about to happen stay alert,,,,,synthetic
organic_003,2026-03-10T00:54:03.268705+00:00,Congratulations to the team!,,,,,synthetic
organic_011,2026-03-10T00:55:08.236762+00:00,New album is fire honestly,,,,,synthetic
organic_019,2026-03-10T00:57:32.740276+00:00,Just finished reading a great book,,,,,synthetic
coord_g1_00,2026-03-10T01:12:51.479403+00:00,They want cheap labor and don't care about you,https://truthnews247.com/article/2096,"sharetruth,immigrationtruth,technologytruth",,,synthetic
coord_g1_03,2026-03-10T01:13:35.729425+00:00,Millions of illegals flooding in and nobody cares,,"technologytruth,sharetruth,immigrationtruth",,,synthetic
coord_g1_02,2026-03-10T01:14:27.760743+00:00,Crime rates skyrocketing in border states,https://uncensored-report.com/3598,"immigrationtruth,sharetruth,sharetruth",coord_g1_01,,synthetic
coord_g1_01,2026-03-10T01:17:25.736424+00:00,Can't believe more people aren't talking about this,,"technologytruth,sharetruth,immigrationtruth",,,synthetic
organic_020,2026-03-10T01:25:25.335757+00:00,This weather is perfect for a hike,,,,,synthetic
organic_014,2026-03-10T01:38:52.039662+00:00,Congratulations to the team!,,,,,synthetic
organic_016,2026-03-10T01:57:11.488486+00:00,Happy birthday to my amazing friend!,,,,,synthetic
coord_g1_01,2026-03-10T01:57:19.999140+00:00,Open borders are destroying our communities,,,,,synthetic
organic_001,2026-03-10T02:01:04.935016+00:00,Looking forward to vacation next month,,,,,synthetic
coord_g0_00,2026-03-10T02:45:10.224809+00:00,Wake up and share this with everyone you know,,breaking,,,synthetic
coord_g0_03,2026-03-10T02:46:20.110531+00:00,Something big is about to happen stay alert,,,,,synthetic
coord_g0_01,2026-03-10T02:47:52.823080+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
coord_g0_02,2026-03-10T02:48:21.848017+00:00,Can't believe more people aren't talking about this,https://truthnews247.com/article/3730,"climatetruth,immigrationtruth,breaking",,,synthetic
coord_g0_03,2026-03-10T02:48:59.270770+00:00,Crime rates skyrocketing in border states,,,,,synthetic
coord_g0_01,2026-03-10T02:49:47.521158+00:00,Crime rates skyrocketing in border states,,,,,synthetic
coord_g0_00,2026-03-10T02:49:52.405413+00:00,Crime rates skyrocketing in border states,https://realfacts.blog/post/2538,immigrationtruth,coord_g0_03,,synthetic
coord_g0_02,2026-03-10T02:50:01.780835+00:00,The mainstream media won't cover this story,https://realfacts.blog/post/2538,,,,synthetic
organic_012,2026-03-10T02:54:22.155146+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g0_01,2026-03-10T03:05:18.068328+00:00,The mainstream media won't cover this story,,,,,synthetic
organic_005,2026-03-10T03:20:02.876960+00:00,This weather is perfect for a hike,,,,,synthetic
coord_g1_00,2026-03-10T03:24:17.190418+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
coord_g0_00,2026-03-10T03:24:52.944344+00:00,Crime rates skyrocketing in border states,,breaking,,,synthetic
organic_004,2026-03-10T03:25:02.488263+00:00,Looking forward to vacation next month,,,,,synthetic
organic_021,2026-03-10T03:35:29.677112+00:00,This weather is perfect for a hike,,,,,synthetic
organic_017,2026-03-10T03:48:37.129291+00:00,New album is fire honestly,,,,,synthetic
organic_005,2026-03-10T03:54:42.756231+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_008,2026-03-10T04:30:53.803671+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_009,2026-03-10T04:38:06.310563+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_001,2026-03-10T04:43:25.724111+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_008,2026-03-10T05:17:39.920896+00:00,Monday mood: need more coffee,,,,,synthetic
organic_003,2026-03-10T05:27:36.397338+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_006,2026-03-10T05:37:17.576176+00:00,This weather is perfect for a hike,,love,,,synthetic
organic_002,2026-03-10T05:56:06.176909+00:00,Can't wait for the weekend,,,,,synthetic
coord_g1_00,2026-03-10T06:20:43.698908+00:00,They want cheap labor and don't care about you,,,,,synthetic
organic_010,2026-03-10T06:35:31.146706+00:00,This recipe turned out amazing,,,,,synthetic
organic_009,2026-03-10T06:36:11.545830+00:00,This weather is perfect for a hike,,,,,synthetic
organic_003,2026-03-10T07:07:02.155431+00:00,Just finished reading a great book,,,,,synthetic
organic_002,2026-03-10T07:21:38.605528+00:00,Looking forward to vacation next month,,,,,synthetic
coord_g1_02,2026-03-10T07:41:30.665198+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_00,2026-03-10T07:42:58.733322+00:00,Wake up and share this with everyone you know,https://freedomdaily.org/expose/8811,"climatetruth,immigrationtruth",,,synthetic
coord_g0_01,2026-03-10T07:43:33.537733+00:00,Crime rates skyrocketing in border states,https://realfacts.blog/post/9245,climatetruth,,,synthetic
coord_g0_02,2026-03-10T07:43:41.857797+00:00,Wake up and share this with everyone you know,,"climatetruth,wakeup",,,synthetic
coord_g0_03,2026-03-10T07:44:36.765293+00:00,They want cheap labor and don't care about you,,wakeup,,,synthetic
organic_012,2026-03-10T08:04:09.871644+00:00,Anyone watching the game tonight?,,fun,,,synthetic
organic_003,2026-03-10T08:06:26.705136+00:00,Can't wait for the weekend,,,,,synthetic
organic_006,2026-03-10T08:27:08.106115+00:00,Trying a new workout routine this week,,,,,synthetic
organic_002,2026-03-10T08:28:44.220370+00:00,Great discussion at today's meetup,,,,,synthetic
coord_g0_03,2026-03-10T08:32:08.838132+00:00,Crime rates skyrocketing in border states,https://freedomdaily.org/expose/8811,breaking,coord_g0_02,,synthetic
organic_015,2026-03-10T08:32:19.143360+00:00,Congratulations to the team!,,,,,synthetic
coord_g0_02,2026-03-10T08:33:00.255842+00:00,The mainstream media won't cover this story,https://uncensored-report.com/8415,,coord_g0_01,,synthetic
coord_g0_01,2026-03-10T08:33:53.226452+00:00,They want cheap labor and don't care about you,,climatetruth,,,synthetic
coord_g0_00,2026-03-10T08:35:33.343092+00:00,Can't believe more people aren't talking about this,https://realfacts.blog/post/9245,"wakeup,immigrationtruth,resist",,,synthetic
organic_005,2026-03-10T08:47:45.789724+00:00,Just finished reading a great book,,,,,synthetic
coord_g0_00,2026-03-10T08:51:15.227443+00:00,They want cheap labor and don't care about you,,,,,synthetic
coord_g0_02,2026-03-10T08:52:16.416928+00:00,They don't want you to know the truth,,,,,synthetic
coord_g0_01,2026-03-10T08:54:41.642769+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_03,2026-03-10T08:54:42.375498+00:00,They don't want you to know the truth,https://truthnews247.com/article/8775,"resist,breaking,climatetruth",,,synthetic
organic_005,2026-03-10T08:55:29.925112+00:00,Trying a new workout routine this week,,vibes,,,synthetic
coord_g0_00,2026-03-10T09:30:20.222122+00:00,They want cheap labor and don't care about you,,,,,synthetic
coord_g0_01,2026-03-10T09:31:55.893375+00:00,Millions of illegals flooding in and nobody cares,,,coord_g0_02,,synthetic
coord_g0_03,2026-03-10T09:32:43.103875+00:00,They don't want you to know the truth,,,,,synthetic
coord_g0_02,2026-03-10T09:33:06.286800+00:00,Millions of illegals flooding in and nobody cares,,climatetruth,,,synthetic
organic_012,2026-03-10T09:37:45.063101+00:00,Trying a new workout routine this week,,,,,synthetic
organic_013,2026-03-10T09:39:17.654832+00:00,Congratulations to the team!,,,,,synthetic
organic_006,2026-03-10T09:40:32.612707+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_008,2026-03-10T09:49:02.961830+00:00,Monday mood: need more coffee,,,,,synthetic
organic_015,2026-03-10T10:24:43.153530+00:00,Beautiful sunset today,,,,,synthetic
organic_016,2026-03-10T10:45:07.930604+00:00,This recipe turned out amazing,,,,,synthetic
coord_g1_02,2026-03-10T11:08:19.189050+00:00,Another day another cover up by the elites,,technologytruth,,,synthetic
organic_011,2026-03-10T11:18:50.342781+00:00,New album is fire honestly,,,,,synthetic
organic_001,2026-03-10T11:38:03.829132+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g1_01,2026-03-10T12:03:16.874037+00:00,Open borders are destroying our communities,,,,,synthetic
organic_018,2026-03-10T12:29:26.576742+00:00,Beautiful sunset today,,,,,synthetic
coord_g0_03,2026-03-10T12:30:48.510219+00:00,They don't want you to know the truth,,,,,synthetic
organic_006,2026-03-10T12:49:30.605185+00:00,Just finished reading a great book,,,,,synthetic
organic_003,2026-03-10T13:04:34.412448+00:00,Anyone watching the game tonight?,,goals,,,synthetic
organic_017,2026-03-10T13:10:21.939950+00:00,Beautiful sunset today,,,,,synthetic
organic_002,2026-03-10T13:18:45.601774+00:00,Trying a new workout routine this week,,,,,synthetic
organic_008,2026-03-10T13:56:54.061485+00:00,Congratulations to the team!,,,,,synthetic
organic_016,2026-03-10T14:16:14.072897+00:00,Monday mood: need more coffee,,,,,synthetic
organic_000,2026-03-10T14:24:10.673672+00:00,Monday mood: need more coffee,,,,,synthetic
organic_018,2026-03-10T14:27:45.025948+00:00,Just finished reading a great book,,fun,,,synthetic
coord_g0_00,2026-03-10T14:29:53.891683+00:00,Open borders are destroying our communities,,,,,synthetic
coord_g0_03,2026-03-10T14:30:25.960513+00:00,Something big is about to happen stay alert,https://realfacts.blog/post/9245,"breaking,resist",,,synthetic
coord_g0_02,2026-03-10T14:32:15.171218+00:00,Another day another cover up by the elites,https://patriotwatch.net/breaking/3323,"breaking,wakeup",,,synthetic
coord_g0_01,2026-03-10T14:33:20.214457+00:00,Open borders are destroying our communities,,wakeup,coord_g0_03,,synthetic
organic_019,2026-03-10T14:53:05.484770+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_03,2026-03-10T15:29:09.643473+00:00,This is really important please share widely,,"breaking,climatetruth",,,synthetic
organic_010,2026-03-10T15:55:03.547436+00:00,This recipe turned out amazing,,,,,synthetic
coord_g1_02,2026-03-10T16:17:44.615456+00:00,Another day another cover up by the elites,,resist,,,synthetic
organic_002,2026-03-10T16:36:27.906490+00:00,This recipe turned out amazing,,,,,synthetic
organic_018,2026-03-10T16:37:28.079991+00:00,Beautiful sunset today,,,,,synthetic
organic_020,2026-03-10T17:08:48.214412+00:00,Beautiful sunset today,,,,,synthetic
organic_000,2026-03-10T17:24:24.109507+00:00,New album is fire honestly,,,,,synthetic
organic_018,2026-03-10T17:34:05.231205+00:00,Trying a new workout routine this week,,goals,,,synthetic
coord_g0_02,2026-03-10T17:50:01.229112+00:00,Another day another cover up by the elites,,,,,synthetic
organic_015,2026-03-10T18:19:47.447102+00:00,This recipe turned out amazing,,,,,synthetic
organic_017,2026-03-10T18:45:55.065154+00:00,Happy birthday to my amazing friend!,,,,,synthetic
organic_013,2026-03-10T18:47:12.852012+00:00,Trying a new workout routine this week,,,,,synthetic
organic_002,2026-03-10T18:58:42.508911+00:00,Can't wait for the weekend,,,,,synthetic
organic_011,2026-03-10T19:33:04.647560+00:00,Monday mood: need more coffee,,,,,synthetic
organic_007,2026-03-10T20:23:15.748967+00:00,Looking forward to vacation next month,,,,,synthetic
organic_009,2026-03-10T20:37:48.103231+00:00,This recipe turned out amazing,,,,,synthetic
organic_012,2026-03-10T21:03:39.540340+00:00,Congratulations to the team!,,,,,synthetic
organic_006,2026-03-10T21:03:57.633100+00:00,Trying a new workout routine this week,,,,,synthetic
organic_001,2026-03-10T21:08:08.604122+00:00,Beautiful sunset today,,vibes,,,synthetic
organic_001,2026-03-10T21:19:09.767508+00:00,Trying a new workout routine this week,,,,,synthetic
organic_011,2026-03-10T22:11:29.055960+00:00,Looking forward to vacation next month,,love,,,synthetic
organic_002,2026-03-10T22:14:02.893272+00:00,Just finished reading a great book,,,,,synthetic
organic_007,2026-03-10T22:25:59.694735+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_001,2026-03-10T22:34:51.930152+00:00,Just had the best coffee at this new place downtown,,fun,,,synthetic
coord_g0_03,2026-03-10T22:42:25.228256+00:00,The mainstream media won't cover this story,,,,,synthetic
organic_010,2026-03-10T22:48:50.186500+00:00,Looking forward to vacation next month,,,,,synthetic
organic_006,2026-03-10T23:21:30.498769+00:00,Beautiful sunset today,,,,,synthetic
coord_g0_00,2026-03-10T23:26:42.976541+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_012,2026-03-11T00:13:55.778582+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g1_02,2026-03-11T00:26:50.553498+00:00,They want cheap labor and don't care about you,https://realfacts.blog/post/2553,,,coord_g1_03,synthetic
coord_g1_01,2026-03-11T00:27:08.643386+00:00,They want cheap labor and don't care about you,,,,,synthetic
coord_g1_03,2026-03-11T00:28:23.489704+00:00,Wake up and share this with everyone you know,,,,,synthetic
coord_g1_00,2026-03-11T00:28:41.927335+00:00,Crime rates skyrocketing in border states,https://realfacts.blog/post/8984,"sharetruth,immigrationtruth",,,synthetic
coord_g1_02,2026-03-11T01:00:42.583344+00:00,Can't believe more people aren't talking about this,,sharetruth,,,synthetic
organic_000,2026-03-11T01:01:54.245513+00:00,Great discussion at today's meetup,,mood,,,synthetic
organic_008,2026-03-11T01:05:17.716012+00:00,This recipe turned out amazing,,,,,synthetic
coord_g0_03,2026-03-11T01:13:56.039285+00:00,Millions of illegals flooding in and nobody cares,,,,,synthetic
organic_006,2026-03-11T01:29:08.504693+00:00,Can't wait for the weekend,,,,,synthetic
organic_014,2026-03-11T01:32:07.944130+00:00,Traffic is terrible today,,life,,,synthetic
organic_013,2026-03-11T01:34:51.341825+00:00,This recipe turned out amazing,,vibes,,,synthetic
organic_011,2026-03-11T01:58:10.998777+00:00,New album is fire honestly,,,,,synthetic
organic_017,2026-03-11T02:00:19.333707+00:00,Happy birthday to my amazing friend!,,love,,,synthetic
organic_000,2026-03-11T02:24:28.295399+00:00,Trying a new workout routine this week,,,,,synthetic
organic_018,2026-03-11T02:32:16.901507+00:00,Monday mood: need more coffee,,,,,synthetic
coord_g1_00,2026-03-11T02:58:39.496966+00:00,The mainstream media won't cover this story,,,,,synthetic
organic_011,2026-03-11T03:08:26.319083+00:00,Traffic is terrible today,,,,,synthetic
organic_010,2026-03-11T03:16:52.348924+00:00,New album is fire honestly,,love,,,synthetic
organic_017,2026-03-11T03:32:47.011914+00:00,Beautiful sunset today,,,,,synthetic
organic_012,2026-03-11T04:02:56.191116+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_02,2026-03-11T04:11:55.932423+00:00,This is really important please share widely,,"climatetruth,immigrationtruth",,,synthetic
organic_009,2026-03-11T04:21:53.496834+00:00,This recipe turned out amazing,,,,,synthetic
organic_010,2026-03-11T04:31:18.852564+00:00,Monday mood: need more coffee,,,,,synthetic
organic_010,2026-03-11T04:54:56.944644+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_001,2026-03-11T05:11:21.387593+00:00,Congratulations to the team!,,,,,synthetic
organic_021,2026-03-11T05:21:38.234001+00:00,This recipe turned out amazing,,,,,synthetic
coord_g1_00,2026-03-11T05:36:35.035842+00:00,Another day another cover up by the elites,,,,,synthetic
organic_001,2026-03-11T05:38:29.909587+00:00,Monday mood: need more coffee,,,,,synthetic
organic_020,2026-03-11T05:42:30.046372+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
organic_013,2026-03-11T06:02:11.874132+00:00,Happy birthday to my amazing friend!,,,,,synthetic
coord_g0_03,2026-03-11T06:02:40.128260+00:00,Can't believe more people aren't talking about this,,climatetruth,,,synthetic
coord_g0_01,2026-03-11T06:02:55.619376+00:00,Millions of illegals flooding in and nobody cares,,"immigrationtruth,breaking",,,synthetic
coord_g0_00,2026-03-11T06:03:40.148787+00:00,Another day another cover up by the elites,https://patriotwatch.net/breaking/6747,"wakeup,breaking,immigrationtruth",,,synthetic
coord_g0_02,2026-03-11T06:06:02.818670+00:00,They want cheap labor and don't care about you,,,,,synthetic
organic_006,2026-03-11T06:08:55.392745+00:00,Beautiful sunset today,,mood,,,synthetic
organic_009,2026-03-11T06:46:09.805081+00:00,This weather is perfect for a hike,,,,,synthetic
coord_g1_01,2026-03-11T06:51:21.954615+00:00,This is really important please share widely,https://freedomdaily.org/expose/5549,,,,synthetic
coord_g1_03,2026-03-11T06:51:38.341123+00:00,Open borders are destroying our communities,,"immigrationtruth,resist",,,synthetic
coord_g1_02,2026-03-11T06:52:30.616999+00:00,Millions of illegals flooding in and nobody cares,https://freedomdaily.org/expose/9097,,,,synthetic
coord_g1_00,2026-03-11T06:53:06.873460+00:00,The mainstream media won't cover this story,https://patriotwatch.net/breaking/8617,technologytruth,,,synthetic
coord_g0_02,2026-03-11T07:00:31.202489+00:00,Something big is about to happen stay alert,,resist,,,synthetic
organic_021,2026-03-11T07:11:26.189669+00:00,This recipe turned out amazing,,,,,synthetic
organic_017,2026-03-11T07:37:29.798031+00:00,Just finished reading a great book,,,,,synthetic
organic_014,2026-03-11T07:52:35.058596+00:00,Anyone watching the game tonight?,,,,,synthetic
organic_009,2026-03-11T07:54:21.743340+00:00,Just had the best coffee at this new place downtown,,life,,,synthetic
organic_016,2026-03-11T07:56:17.830568+00:00,Beautiful sunset today,,fun,,,synthetic
coord_g0_02,2026-03-11T07:57:40.861680+00:00,Can't believe more people aren't talking about this,https://uncensored-report.com/6467,"wakeup,immigrationtruth,breaking",,,synthetic
coord_g0_03,2026-03-11T07:58:55.414704+00:00,This is really important please share widely,https://realfacts.blog/post/3320,"wakeup,resist,breaking",,,synthetic
coord_g0_00,2026-03-11T07:59:06.843581+00:00,This is really important please share widely,https://uncensored-report.com/5718,"resist,wakeup,immigrationtruth",coord_g0_03,,synthetic
coord_g1_01,2026-03-11T08:00:26.807104+00:00,Another day another cover up by the elites,,,,,synthetic
coord_g0_01,2026-03-11T08:02:45.497253+00:00,Crime rates skyrocketing in border states,https://uncensored-report.com/2261,"climatetruth,breaking,resist",coord_g0_03,,synthetic
organic_002,2026-03-11T08:02:49.882751+00:00,Anyone watching the game tonight?,,,,,synthetic
coord_g0_01,2026-03-11T08:09:53.257519+00:00,Open borders are destroying our communities,,breaking,,,synthetic
organic_008,2026-03-11T08:16:10.438928+00:00,Just had the best coffee at this new place downtown,,,,,synthetic
coord_g0_00,2026-03-11T08:27:50.447024+00:00,This is really important please share widely,,"immigrationtruth,wakeup",,,synthetic
organic_004,2026-03-11T08:35:48.874844+00:00,New album is fire honestly,,,,,synthetic
